Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y
LP002925,,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N
LP002933,,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
LP002943,Male,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,,416,41667.0,350.0,180.0,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,N
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y
LP002978,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y
LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N
LP002991,Male,No,0,Graduate,No,5992,0.0,,360.0,1.0,Urban,Y
LP002992,Male,Yes,1,Graduate,No,4202,1314.58,134.0,360.0,1.0,Rural,N
LP002993,Male,Yes,0,Graduate,Yes,3180,0.0,63.0,360.0,1.0,Urban,Y
LP002994,Male,Yes,0,Not Graduate,No,2777,2414.98,109.0,360.0,1.0,Urban,Y
LP002995,Male,No,0,Graduate,No,5064,0.0,128.0,360.0,1.0,Urban,Y
LP002996,Male,Yes,2,Graduate,Yes,4853,4804.91,269.0,360.0,1.0,Urban,Y
LP002997,Male,Yes,0,Not Graduate,No,2357,1449.2,97.0,360.0,1.0,Urban,Y
LP002998,Male,Yes,3+,Graduate,No,2959,2512.04,148.0,360.0,0.0,Semiurban,N
LP002999,Male,Yes,2,Graduate,No,4001,1567.04,168.0,360.0,1.0,Urban,Y
LP003000,Male,Yes,1,Graduate,No,11965,10288.35,365.0,360.0,1.0,Semiurban,N
LP003001,Male,Yes,2,Graduate,No,3425,732.98,73.0,360.0,1.0,Urban,Y
LP003002,Male,Yes,2,Graduate,,2656,1741.84,123.0,360.0,1.0,Urban,Y
LP003003,Male,Yes,2,Graduate,No,3089,7772.33,220.0,360.0,1.0,Urban,Y
LP003004,Male,No,0,Graduate,No,2020,3226.99,105.0,360.0,1.0,Rural,N
LP003005,Male,Yes,2,Graduate,No,1348,972.99,19.0,120.0,1.0,Urban,Y
LP003006,Male,No,0,Graduate,No,4610,0.0,120.0,360.0,1.0,Urban,Y
LP003007,Male,No,1,Not Graduate,No,3702,0.0,108.0,240.0,,Urban,Y
LP003008,Female,No,0,Graduate,No,3241,0.0,76.0,360.0,0.0,Urban,N
LP003009,Male,Yes,0,Not Graduate,No,5230,0.0,129.0,360.0,1.0,Rural,N
LP003010,Male,Yes,0,Graduate,,2590,2822.11,98.0,,1.0,Urban,Y
LP003011,Male,Yes,0,Not Graduate,No,7547,0.0,103.0,360.0,0.0,Urban,N
LP003012,Male,Yes,1,Graduate,No,5631,5464.0,276.0,360.0,1.0,Urban,Y
LP003013,Male,Yes,0,Not Graduate,No,2854,1874.71,125.0,360.0,0.0,Semiurban,N
LP003014,,Yes,2,Not Graduate,No,3323,1703.56,126.0,360.0,0.0,Rural,N
LP003015,Male,Yes,1,Graduate,,3590,3094.52,141.0,360.0,,Semiurban,N
LP003016,Male,Yes,0,Graduate,Yes,9291,0.0,196.0,360.0,1.0,Semiurban,Y
LP003017,Male,Yes,0,Graduate,No,2918,1916.31,115.0,360.0,1.0,Semiurban,Y
LP003018,Male,Yes,2,Not Graduate,No,4350,1112.72,104.0,360.0,1.0,Urban,Y
LP003019,Male,No,0,Not Graduate,No,1490,0.0,37.0,360.0,1.0,Urban,N
LP003020,Female,No,2,Graduate,,3879,2118.82,120.0,360.0,1.0,Semiurban,Y
LP003021,Male,Yes,1,Graduate,,4880,3255.36,229.0,360.0,,Urban,N
LP003022,Male,No,0,Graduate,No,3064,0.0,71.0,360.0,1.0,Urban,N
LP003023,Male,No,1,Graduate,Yes,4500,0.0,114.0,360.0,1.0,Rural,N
LP003024,Male,Yes,0,Graduate,No,3272,1378.5,115.0,360.0,1.0,Semiurban,Y
LP003025,Male,No,3+,Graduate,No,13116,3049.32,340.0,360.0,1.0,Rural,N
LP003026,Male,Yes,0,Graduate,No,2480,1986.29,,360.0,1.0,Urban,Y
LP003027,Male,Yes,0,Graduate,No,1811,1575.76,100.0,,0.0,Urban,N
LP003028,Female,Yes,0,Graduate,No,3421,1433.59,143.0,360.0,1.0,Semiurban,Y
LP003029,Male,No,0,Graduate,No,3891,8412.55,172.0,360.0,1.0,Urban,Y
LP003030,Male,No,0,Not Graduate,No,3943,1483.9,116.0,360.0,1.0,Semiurban,Y
LP003031,Male,No,0,Graduate,No,3814,0.0,84.0,360.0,1.0,Urban,N
LP003032,Male,No,0,Graduate,No,1878,1251.74,49.0,360.0,1.0,Urban,Y
LP003033,Male,Yes,0,Graduate,No,2272,0.0,84.0,360.0,,Urban,Y
LP003034,Male,Yes,0,Graduate,No,4014,2377.44,150.0,360.0,1.0,Semiurban,Y
LP003035,Male,Yes,0,Not Graduate,Yes,4739,0.0,93.0,,1.0,Urban,Y
LP003036,Female,No,0,Graduate,No,3470,0.0,91.0,,1.0,Urban,Y
LP003037,Male,Yes,1,Graduate,No,6043,0.0,42.0,360.0,1.0,Urban,Y
LP003038,Male,Yes,0,Graduate,No,5925,0.0,144.0,360.0,1.0,Urban,Y
LP003039,Female,Yes,0,Graduate,No,2789,3129.57,114.0,360.0,0.0,Urban,N
LP003040,Female,No,0,Graduate,No,4022,2197.12,163.0,360.0,1.0,Semiurban,Y
LP003041,Female,Yes,0,Not Graduate,No,1973,1630.59,103.0,360.0,1.0,Semiurban,Y
LP003042,Female,No,0,Graduate,No,3242,0.0,118.0,360.0,1.0,Semiurban,Y
LP003043,Female,No,0,Graduate,No,3737,0.0,123.0,360.0,1.0,Semiurban,N
LP003044,Male,Yes,2,Graduate,No,4498,0.0,111.0,360.0,1.0,Urban,N
LP003045,Female,Yes,1,Graduate,Yes,11067,0.0,240.0,360.0,0.0,Urban,N
LP003046,Male,Yes,2,Graduate,No,2570,875.25,103.0,360.0,1.0,Semiurban,Y
LP003047,Male,Yes,0,Graduate,No,2085,1715.87,96.0,360.0,1.0,Semiurban,Y
LP003048,Male,Yes,0,Graduate,No,3769,2259.92,138.0,360.0,1.0,Rural,N
LP003049,Male,Yes,1,Graduate,No,7520,2089.38,161.0,360.0,1.0,Urban,Y
LP003050,Male,Yes,2,Not Graduate,No,3617,2482.52,144.0,360.0,1.0,Urban,Y
LP003051,Male,Yes,0,Graduate,No,2163,4113.27,139.0,360.0,1.0,Urban,Y
LP003052,Male,Yes,3+,Graduate,No,2948,0.0,106.0,360.0,1.0,Urban,Y
LP003053,Male,Yes,0,Not Graduate,Yes,2643,4270.76,167.0,180.0,0.0,Rural,N
LP003054,Male,Yes,1,Graduate,No,5177,0.0,,360.0,0.0,Rural,N
LP003055,Female,No,0,Graduate,No,4403,0.0,112.0,360.0,0.0,Semiurban,N
LP003056,Male,Yes,0,Graduate,No,6089,4518.3,214.0,360.0,1.0,Semiurban,N
LP003057,Male,No,0,Not Graduate,No,3111,2438.1,129.0,180.0,0.0,Urban,N
LP003058,Male,Yes,1,Graduate,No,10352,0.0,333.0,360.0,1.0,Urban,Y
LP003059,Male,Yes,3+,Not Graduate,Yes,7587,0.0,109.0,60.0,1.0,Urban,Y
LP003060,Female,No,0,Graduate,No,4234,0.0,129.0,360.0,0.0,Semiurban,N
LP003061,Male,Yes,0,Graduate,No,2881,2932.5,156.0,360.0,1.0,Urban,Y
LP003062,Male,Yes,2,Not Graduate,Yes,1705,1785.17,90.0,360.0,1.0,Semiurban,Y
LP003063,Male,No,0,Graduate,No,3243,0.0,81.0,300.0,1.0,Semiurban,Y
LP003064,Male,Yes,3+,Not Graduate,No,4944,0.0,79.0,,0.0,Semiurban,N
LP003065,Male,Yes,3+,Graduate,Yes,5326,1692.6,196.0,360.0,1.0,Semiurban,Y
LP003066,Male,No,0,Graduate,No,3957,0.0,120.0,480.0,1.0,Urban,N
LP003067,Male,No,0,Graduate,No,3622,4899.19,172.0,360.0,1.0,Urban,N
LP003068,Male,Yes,1,Graduate,Yes,1013,2947.73,88.0,360.0,1.0,Urban,N
LP003069,Male,Yes,3+,Graduate,No,3325,4380.82,166.0,300.0,0.0,Semiurban,N
LP003070,Male,Yes,3+,Not Graduate,Yes,3251,1678.27,143.0,360.0,,Semiurban,Y
LP003071,Female,No,0,Graduate,No,3987,0.0,89.0,360.0,1.0,Semiurban,Y
LP003072,Male,Yes,1,Graduate,Yes,2268,0.0,,360.0,1.0,Semiurban,Y
LP003073,Female,Yes,2,Graduate,No,1338,1444.54,151.0,360.0,1.0,Urban,N
LP003074,Male,Yes,0,Graduate,No,5817,2033.18,282.0,360.0,,Semiurban,N
LP003075,Male,Yes,1,Graduate,No,3606,0.0,47.0,240.0,1.0,Urban,Y
LP003076,Male,No,0,Graduate,No,2458,2480.1,140.0,360.0,1.0,Semiurban,Y
LP003077,Male,Yes,2,Not Graduate,No,3208,2222.59,103.0,360.0,,Semiurban,Y
LP003078,Male,Yes,0,Graduate,No,2502,2066.1,119.0,360.0,1.0,Semiurban,Y
LP003079,Male,No,0,Graduate,No,8895,0.0,207.0,360.0,1.0,Urban,Y
LP003080,Male,Yes,0,Graduate,No,5898,4143.27,180.0,360.0,1.0,Semiurban,Y
LP003081,Male,Yes,0,Graduate,No,3115,3204.26,115.0,360.0,1.0,Semiurban,Y
LP003082,Male,Yes,2,Graduate,No,6201,5102.19,206.0,180.0,1.0,Semiurban,Y
LP003083,Male,Yes,2,Not Graduate,No,3162,1654.28,76.0,360.0,1.0,Urban,Y
LP003084,Male,No,0,Graduate,No,4107,0.0,117.0,360.0,1.0,Semiurban,Y
LP003085,Male,No,0,Not Graduate,No,3131,0.0,25.0,120.0,1.0,Semiurban,Y
LP003086,Male,No,0,Graduate,,5997,0.0,,360.0,,Urban,N
LP003087,Female,Yes,0,Graduate,No,2221,2298.86,140.0,360.0,1.0,Semiurban,Y
LP003088,Male,Yes,0,Graduate,No,1819,1066.96,54.0,360.0,1.0,Semiurban,Y
LP003089,Male,Yes,0,Not Graduate,No,4322,0.0,118.0,180.0,1.0,Semiurban,Y
LP003090,Male,Yes,0,Graduate,No,1632,3536.72,114.0,360.0,1.0,Semiurban,Y
LP003091,Male,Yes,2,Not Graduate,No,4158,3194.25,132.0,180.0,1.0,Urban,Y
LP003092,Male,No,0,Graduate,No,5346,3343.23,160.0,360.0,1.0,Semiurban,Y
LP003093,Male,Yes,,Graduate,No,13261,0.0,,360.0,1.0,Urban,Y
LP003094,Male,Yes,0,Graduate,No,4926,3828.7,,360.0,1.0,Semiurban,Y
LP003095,Male,,,Graduate,No,3531,727.54,171.0,360.0,1.0,Urban,Y
LP003096,Male,Yes,1,Graduate,No,3002,924.71,102.0,360.0,1.0,Urban,Y
LP003097,Male,Yes,2,Graduate,No,10549,1115.17,232.0,360.0,1.0,Urban,Y
LP003098,Male,No,0,Not Graduate,,7134,0.0,138.0,360.0,1.0,Rural,N
LP003099,Male,Yes,2,Graduate,No,4055,2778.93,224.0,360.0,0.0,Urban,N
LP003100,Male,Yes,3+,Not Graduate,No,1785,641.15,99.0,480.0,1.0,Semiurban,Y
LP003101,Male,No,0,Graduate,No,5501,0.0,163.0,360.0,1.0,Urban,Y
LP003102,Female,Yes,0,Graduate,,2985,2673.89,137.0,360.0,1.0,Semiurban,Y
LP003103,Male,Yes,0,Not Graduate,No,3402,4230.26,142.0,,0.0,Rural,N
LP003104,Female,No,1,Graduate,Yes,6589,0.0,,360.0,1.0,Semiurban,Y
LP003105,Male,No,0,Graduate,,5079,0.0,122.0,360.0,1.0,Semiurban,Y
LP003106,Male,Yes,1,Graduate,No,13965,0.0,177.0,180.0,1.0,Rural,Y
LP003107,Female,Yes,0,Graduate,No,3226,2385.24,141.0,360.0,1.0,Semiurban,Y
LP003108,Male,Yes,1,Graduate,No,2218,1406.15,101.0,360.0,,Urban,Y
LP003109,Male,Yes,0,Graduate,No,6281,2259.54,180.0,360.0,1.0,Rural,N
LP003110,Female,No,0,Graduate,No,10209,0.0,244.0,360.0,1.0,Urban,Y
LP003111,Male,Yes,,Graduate,No,5203,2741.18,193.0,360.0,1.0,Rural,Y
LP003112,Female,No,0,Graduate,No,4226,0.0,44.0,360.0,1.0,Semiurban,Y
LP003113,Female,No,0,Graduate,No,2175,9678.44,134.0,360.0,0.0,Semiurban,Y
LP003114,Male,Yes,2,Graduate,No,3279,0.0,85.0,360.0,1.0,Semiurban,Y
LP003115,Male,Yes,0,Not Graduate,No,4587,1687.76,174.0,360.0,1.0,Rural,Y
LP003116,Female,No,0,Graduate,No,3797,0.0,96.0,360.0,,Rural,Y
LP003117,,Yes,3+,Graduate,No,26589,0.0,427.0,360.0,1.0,Rural,Y
LP003118,Male,No,0,Graduate,No,3497,1834.79,,360.0,1.0,Rural,Y
LP003119,Male,Yes,1,Graduate,Yes,9975,3457.06,155.0,180.0,0.0,Urban,N
LP003120,Male,Yes,0,Graduate,No,5629,2091.21,175.0,360.0,,Rural,N
LP003121,Male,No,0,Graduate,Yes,19537,0.0,629.0,480.0,,Urban,Y
LP003122,Male,No,0,Graduate,No,1792,2108.56,72.0,360.0,1.0,Urban,Y
LP003123,Male,No,0,Graduate,No,2856,0.0,68.0,360.0,1.0,Semiurban,Y
LP003124,Male,Yes,0,Graduate,Yes,3398,0.0,27.0,120.0,1.0,Semiurban,Y
LP003125,Male,No,0,Graduate,No,4319,0.0,88.0,360.0,1.0,Semiurban,Y
LP003126,Male,Yes,3+,Graduate,No,3675,7057.82,310.0,360.0,1.0,Semiurban,N
LP003127,Female,Yes,0,Graduate,No,4698,0.0,81.0,360.0,1.0,Rural,N
LP003128,Male,Yes,2,Graduate,Yes,3538,3395.26,91.0,360.0,1.0,Urban,Y
LP003129,Male,No,0,Graduate,No,17395,0.0,220.0,360.0,0.0,Semiurban,N
LP003130,Male,Yes,2,Not Graduate,No,5040,1722.97,143.0,360.0,1.0,Rural,N
LP003131,Male,Yes,2,Graduate,No,5209,2454.85,203.0,360.0,1.0,Rural,N
LP003132,Male,No,0,Graduate,No,4988,0.0,181.0,360.0,1.0,Urban,Y
LP003133,Male,No,0,Graduate,Yes,5765,0.0,154.0,180.0,1.0,Semiurban,Y
LP003134,Male,Yes,0,Graduate,No,2756,2207.91,130.0,360.0,1.0,Semiurban,Y
LP003135,Male,Yes,2,Graduate,No,10992,0.0,193.0,180.0,1.0,Urban,Y
LP003136,Female,Yes,0,Graduate,No,2253,4684.53,87.0,360.0,1.0,Semiurban,Y
LP003137,Female,Yes,2,Graduate,No,14138,0.0,70.0,360.0,1.0,Urban,Y
LP003138,Male,Yes,1,Graduate,No,1521,1515.54,31.0,360.0,1.0,Urban,Y
LP003139,Female,No,0,Graduate,No,10853,1789.29,235.0,360.0,1.0,Rural,N
LP003140,Male,Yes,0,Graduate,No,4921,882.86,127.0,360.0,1.0,Semiurban,Y
LP003141,Male,No,0,Graduate,No,6197,0.0,121.0,360.0,0.0,Rural,N
LP003142,Male,Yes,0,Graduate,Yes,2363,3081.15,170.0,360.0,1.0,Rural,Y
LP003143,Male,No,0,Graduate,No,7938,0.0,268.0,360.0,1.0,Urban,N
LP003144,Male,Yes,2,Not Graduate,No,2192,0.0,90.0,360.0,1.0,Rural,N
LP003145,Male,No,0,Graduate,No,3240,0.0,49.0,360.0,1.0,Urban,Y
LP003146,Male,Yes,3+,Graduate,No,45656,0.0,592.0,180.0,0.0,Semiurban,Y
LP003147,Male,Yes,1,Graduate,No,6063,0.0,138.0,360.0,,Rural,Y
LP003148,Male,Yes,1,Graduate,No,10288,0.0,188.0,360.0,1.0,Urban,Y
LP003149,Male,No,0,Graduate,,2861,2136.16,132.0,360.0,1.0,Rural,Y
LP003150,Male,Yes,0,Graduate,No,4149,6384.73,233.0,360.0,1.0,Semiurban,Y
LP003151,Male,Yes,0,Not Graduate,No,1719,1042.25,101.0,360.0,1.0,Semiurban,Y
LP003152,Male,Yes,0,Graduate,No,7473,0.0,255.0,360.0,1.0,Urban,N
LP003153,Male,Yes,1,Graduate,No,3615,1140.04,114.0,360.0,0.0,Semiurban,N
LP003154,Male,Yes,2,Graduate,No,3893,1504.44,177.0,360.0,1.0,Rural,Y
LP003155,Male,Yes,0,Graduate,No,9948,0.0,72.0,180.0,1.0,Urban,Y
LP003156,Male,Yes,0,Graduate,No,3439,2753.58,189.0,,1.0,Rural,Y
LP003157,Female,Yes,0,Graduate,No,4925,0.0,95.0,360.0,1.0,Rural,N
LP003158,Male,Yes,0,Graduate,No,2514,3306.43,148.0,360.0,1.0,Rural,Y
LP003159,Male,No,0,Graduate,No,2209,0.0,66.0,480.0,0.0,Semiurban,N
LP003160,Male,Yes,2,Graduate,No,7974,0.0,197.0,360.0,1.0,Semiurban,Y
LP003161,Male,Yes,0,Not Graduate,,1725,1771.02,99.0,360.0,1.0,Rural,Y
LP003162,,Yes,3+,Graduate,No,53610,0.0,621.0,300.0,1.0,Urban,Y
LP003163,Male,Yes,3+,Not Graduate,No,3394,0.0,89.0,180.0,1.0,Rural,N
LP003164,Male,Yes,0,Graduate,No,5148,5510.86,182.0,360.0,1.0,Semiurban,Y
LP003165,Male,Yes,0,Not Graduate,Yes,3900,656.33,86.0,360.0,1.0,Semiurban,N
LP003166,Male,Yes,0,Graduate,No,3545,1934.33,111.0,360.0,1.0,Rural,Y
LP003167,Male,Yes,2,Graduate,No,2303,1498.21,96.0,360.0,1.0,Rural,Y
LP003168,Male,Yes,3+,Graduate,No,5587,9887.14,523.0,360.0,0.0,Semiurban,N
LP003169,Male,Yes,1,Graduate,No,3714,0.0,118.0,360.0,1.0,Semiurban,Y
LP003170,Male,No,0,Not Graduate,No,2386,1507.77,107.0,480.0,0.0,Urban,N
LP003171,Male,Yes,1,Graduate,No,7069,5954.64,180.0,360.0,0.0,Urban,N
LP003172,Male,No,0,Graduate,No,1950,5000.88,70.0,360.0,,Rural,N
LP003173,Male,Yes,0,Graduate,No,4449,0.0,71.0,180.0,1.0,Semiurban,Y
LP003174,Male,Yes,1,Graduate,No,36841,0.0,306.0,360.0,1.0,Semiurban,N
LP003175,Female,Yes,0,Graduate,No,3749,0.0,94.0,360.0,1.0,Semiurban,Y
LP003176,Male,Yes,0,Graduate,Yes,43957,4768.48,132.0,360.0,1.0,Semiurban,Y
LP003177,Male,Yes,1,Graduate,Yes,2210,0.0,73.0,300.0,0.0,Rural,N
LP003178,Male,Yes,0,Graduate,No,2150,1906.31,54.0,360.0,,Rural,Y
LP003179,,Yes,0,Graduate,Yes,600,5478.5,198.0,360.0,1.0,Rural,Y
LP003180,Male,Yes,0,Graduate,No,10560,0.0,203.0,180.0,1.0,Rural,Y
LP003181,Male,No,0,Not Graduate,No,5559,0.0,52.0,360.0,1.0,Rural,Y
LP003182,Male,No,0,Graduate,No,11828,0.0,164.0,360.0,1.0,Semiurban,N
LP003183,Male,Yes,0,Not Graduate,No,5848,0.0,157.0,360.0,1.0,Urban,N
LP003184,Male,No,0,Graduate,No,4309,0.0,75.0,360.0,1.0,Semiurban,Y
LP003185,Male,No,0,Graduate,No,3820,0.0,124.0,360.0,1.0,Rural,Y
LP003186,Male,Yes,1,Graduate,No,2901,2639.11,189.0,360.0,1.0,Semiurban,N
LP003187,Male,No,0,Graduate,No,8762,3674.22,190.0,360.0,1.0,Rural,Y
LP003188,Female,No,0,Not Graduate,No,1847,2228.33,111.0,,1.0,Urban,Y
LP003189,Female,Yes,0,Graduate,No,3415,2887.21,120.0,360.0,,Semiurban,Y
LP003190,Male,No,0,Graduate,Yes,10856,0.0,89.0,360.0,1.0,Urban,N
LP003191,Male,Yes,1,Not Graduate,No,2670,2342.98,95.0,360.0,1.0,Semiurban,Y
LP003192,Male,No,2,Graduate,No,5477,0.0,176.0,360.0,0.0,Semiurban,Y
LP003193,Male,Yes,3+,Not Graduate,No,4021,0.0,,180.0,1.0,Urban,N
LP003194,Male,Yes,1,Not Graduate,No,3680,1109.44,125.0,360.0,1.0,Urban,Y
LP003195,Male,Yes,2,Not Graduate,No,3275,0.0,115.0,360.0,1.0,Semiurban,Y
LP003196,Female,No,0,Not Graduate,No,4391,0.0,104.0,360.0,1.0,Semiurban,Y
LP003197,Female,No,0,Graduate,No,3025,0.0,82.0,360.0,1.0,Urban,Y
LP003198,Male,No,0,Not Graduate,No,3587,2894.9,55.0,360.0,1.0,Rural,Y
LP003199,Male,No,0,Graduate,No,2305,0.0,57.0,360.0,1.0,Urban,Y
LP003200,Male,No,0,Graduate,No,3327,0.0,102.0,360.0,1.0,Semiurban,N
LP003201,Female,No,0,Graduate,No,10733,0.0,193.0,360.0,1.0,Semiurban,N
LP003202,Male,Yes,3+,Graduate,No,3066,1253.64,139.0,360.0,0.0,Semiurban,N
LP003203,Male,Yes,1,Graduate,Yes,7806,0.0,227.0,360.0,1.0,Urban,Y
LP003204,Male,Yes,3+,Not Graduate,Yes,5482,0.0,134.0,360.0,1.0,Rural,Y
LP003205,Male,Yes,0,Graduate,No,3090,3387.81,122.0,360.0,1.0,Urban,Y
LP003206,Male,Yes,3+,Not Graduate,No,4159,737.25,112.0,360.0,1.0,Semiurban,Y
LP003207,Male,Yes,0,Graduate,No,156,1871.27,133.0,360.0,1.0,Rural,N
LP003208,Male,Yes,0,Graduate,No,4126,2052.16,134.0,360.0,1.0,Semiurban,Y
LP003209,Male,Yes,2,Graduate,,4938,0.0,85.0,360.0,0.0,Semiurban,N
LP003210,Female,Yes,2,Graduate,No,4045,2292.49,142.0,360.0,,Semiurban,Y
LP003211,Male,Yes,0,Graduate,No,2181,0.0,59.0,360.0,0.0,Urban,N
LP003212,Male,Yes,2,Graduate,No,4087,1563.44,110.0,360.0,1.0,Semiurban,Y
LP003213,Male,No,0,Graduate,No,3013,2699.94,140.0,360.0,1.0,Semiurban,Y
LP003214,Male,Yes,0,Graduate,No,6921,1154.18,182.0,,1.0,Semiurban,Y
LP003215,Male,Yes,0,Graduate,No,6295,0.0,127.0,360.0,1.0,Semiurban,Y
LP003216,Male,Yes,0,Graduate,No,3309,0.0,165.0,360.0,1.0,Rural,N
LP003217,Male,Yes,,Not Graduate,Yes,5682,0.0,154.0,360.0,1.0,Urban,N
LP003218,Male,Yes,2,Graduate,No,7188,1701.03,208.0,360.0,1.0,Semiurban,Y
LP003219,Male,,,Graduate,No,4433,0.0,187.0,480.0,1.0,Semiurban,Y
LP003220,Male,No,0,Graduate,Yes,6253,0.0,201.0,360.0,1.0,Rural,Y
LP003221,Male,Yes,1,Graduate,No,2199,2080.92,119.0,360.0,1.0,Semiurban,Y
LP003222,Male,Yes,0,Graduate,,3540,0.0,43.0,180.0,1.0,Rural,Y
LP003223,Male,No,0,Not Graduate,No,3270,3247.5,129.0,,1.0,Rural,Y
LP003224,Female,No,0,Graduate,No,9137,0.0,264.0,360.0,1.0,Semiurban,Y
LP003225,Male,Yes,1,Graduate,No,2971,1653.18,130.0,360.0,1.0,Semiurban,Y
LP003226,Male,Yes,1,Graduate,No,5212,1382.09,176.0,360.0,1.0,Rural,Y
LP003227,Male,Yes,0,Graduate,,4759,0.0,275.0,360.0,,Urban,N
LP003228,Female,No,0,Graduate,Yes,3418,0.0,122.0,360.0,,Urban,Y
LP003229,Female,No,1,Graduate,No,3488,0.0,100.0,360.0,1.0,Rural,Y
LP003230,Male,Yes,1,Graduate,No,3175,0.0,86.0,360.0,1.0,Semiurban,Y
LP003231,Male,Yes,2,Graduate,No,5411,5139.29,106.0,360.0,1.0,Rural,Y
LP003232,Male,Yes,1,Not Graduate,No,2491,1985.77,120.0,180.0,1.0,Urban,N
LP003233,Male,No,0,Graduate,No,2548,5892.89,156.0,60.0,1.0,Urban,Y
LP003234,Male,Yes,2,Graduate,Yes,5516,1355.25,118.0,360.0,1.0,Rural,Y
LP003235,Male,Yes,0,Not Graduate,No,3986,3561.44,123.0,360.0,1.0,Semiurban,Y
LP003236,Male,No,0,Graduate,Yes,5427,4621.83,98.0,180.0,1.0,Urban,N
LP003237,Male,Yes,2,Graduate,No,8852,0.0,110.0,360.0,1.0,Urban,Y
LP003238,Male,Yes,1,Not Graduate,No,7579,0.0,135.0,180.0,1.0,Urban,Y
LP003239,Male,Yes,1,Graduate,No,3458,1832.23,144.0,480.0,1.0,Semiurban,Y
LP003240,Male,Yes,0,Graduate,No,1639,1883.69,80.0,360.0,1.0,Urban,Y
LP003241,Male,Yes,0,Not Graduate,No,1619,3620.23,195.0,360.0,0.0,Semiurban,N
LP003242,Female,No,2,Graduate,No,3521,0.0,157.0,360.0,1.0,Urban,N
LP003243,Male,No,0,Not Graduate,Yes,2940,1876.15,108.0,360.0,1.0,Rural,Y
LP003244,Male,Yes,1,Not Graduate,No,2451,6812.03,292.0,180.0,1.0,Semiurban,Y
LP003245,Male,No,0,Graduate,Yes,15931,0.0,194.0,360.0,0.0,Urban,N
LP003246,Female,No,3+,Graduate,No,3275,0.0,262.0,360.0,1.0,Rural,Y
LP003247,Male,No,0,Not Graduate,No,6255,0.0,122.0,360.0,0.0,Rural,N
LP003248,Male,Yes,3+,Graduate,No,5092,0.0,88.0,360.0,1.0,Urban,N
LP003249,Male,Yes,0,Graduate,No,14526,2252.1,325.0,360.0,1.0,Rural,N
LP003250,Male,Yes,3+,Not Graduate,No,4389,0.0,114.0,360.0,,Semiurban,N
LP003251,Male,Yes,1,Graduate,No,5967,3445.92,339.0,360.0,,Urban,Y
LP003252,Male,No,0,Graduate,No,2016,1776.35,136.0,360.0,1.0,Semiurban,Y
